institution_id,institution_name,course_id,course_name,foe1_broad_field,foe1_narrow_field,foe1_detailed_field,course_level,course_duration,tuition_fee,non_tuition_fee,total_course_cost
00001K,Canberra Institute of Technology,078241E,ACT Year 12 Certificate,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,44,13300.0,150.0,13450.0
00001K,Canberra Institute of Technology,081441D,Certificate IV in Youth Work,09 - Society and Culture,0905 - Human Welfare Studies and Services,090505 - Youth Work,Certificate IV,52,15660.0,175.0,15835.0
00001K,Canberra Institute of Technology,089975J,Certificate IV in Community Services,09 - Society and Culture,0905 - Human Welfare Studies and Services,090515 - Welfare Studies,Certificate IV,52,15660.0,175.0,15835.0
00001K,Canberra Institute of Technology,089976G,Diploma of Community Services,09 - Society and Culture,0905 - Human Welfare Studies and Services,090515 - Welfare Studies,Diploma,52,15660.0,175.0,15835.0
00001K,Canberra Institute of Technology,090935G,Certificate III in Hospitality,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110101 - Hospitality,Certificate III,26,6850.0,475.0,7325.0
00001K,Canberra Institute of Technology,090978G,Diploma of Hospitality Management,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,Diploma,52,18750.0,0.0,18750.0
00001K,Canberra Institute of Technology,091136G,Advanced Diploma of Hospitality Management,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,Advanced Diploma,26,7410.0,300.0,7710.0
00001K,Canberra Institute of Technology,091154F,Certificate IV in Alcohol and Other Drugs,09 - Society and Culture,0905 - Human Welfare Studies and Services,090501 - Social Work,Certificate IV,52,15660.0,425.0,16085.0
00001K,Canberra Institute of Technology,091155E,Certificate IV in Mental Health,09 - Society and Culture,0905 - Human Welfare Studies and Services,090501 - Social Work,Certificate IV,52,15660.0,175.0,15835.0
00001K,Canberra Institute of Technology,094149A,Certificate III in Hairdressing,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110303 - Hairdressing,Certificate III,78,22230.0,2005.0,24235.0
00001K,Canberra Institute of Technology,094153E,Certificate III in Barbering,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110303 - Hairdressing,Certificate III,52,14820.0,2420.0,17240.0
00001K,Canberra Institute of Technology,094472A,Diploma of Travel and Tourism Management,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",Diploma,26,6650.0,50.0,6700.0
00001K,Canberra Institute of Technology,097541B,English for Study and Life (Elementary),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,15,3500.0,175.0,3675.0
00001K,Canberra Institute of Technology,097543M,English for Study and Life (Pre-Intermediate),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,15,3500.0,175.0,3675.0
00001K,Canberra Institute of Technology,097544K,English for Study and Life (Intermediate),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,15,3500.0,175.0,3675.0
00001K,Canberra Institute of Technology,097545J,English for Study and Life (Upper-Intermediate),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,15,3500.0,175.0,3675.0
00001K,Canberra Institute of Technology,097546G,English for Study and Life (Advanced),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,15,3500.0,175.0,3675.0
00001K,Canberra Institute of Technology,097547G,English for Study and Life (Academic),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,15,3500.0,175.0,3675.0
00001K,Canberra Institute of Technology,097548F,English for Study and Life (Preparation for IELTS 7),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,15,3800.0,0.0,3800.0
00001K,Canberra Institute of Technology,099898A,Preparation for the Pearson Test of English Academic,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,13,4150.0,50.0,4200.0
00001K,Canberra Institute of Technology,104558H,Certificate IV in Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Certificate IV,26,7410.0,300.0,7710.0
00001K,Canberra Institute of Technology,104559G,Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,26,6850.0,300.0,7150.0
00001K,Canberra Institute of Technology,104665E,Certificate IV in Building and Construction,04 - Architecture and Building,0403 - Building,040303 - Building Construction Management,Certificate IV,78,23490.0,0.0,23490.0
00001K,Canberra Institute of Technology,104671G,Diploma of Building and Construction (Building),04 - Architecture and Building,0403 - Building,040303 - Building Construction Management,Diploma,104,31320.0,130.0,31450.0
00001K,Canberra Institute of Technology,105812B,Diploma of Graphic Design,10 - Creative Arts,1005 - Graphic and Design Studies,100501 - Graphic Arts and Design Studies,Diploma,78,23490.0,3300.0,26790.0
00001K,Canberra Institute of Technology,108479H,Certificate III in Information Technology,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",Certificate III,26,7410.0,260.0,7670.0
00001K,Canberra Institute of Technology,108480D,Diploma of Information Technology,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",Diploma,52,14820.0,380.0,15200.0
00001K,Canberra Institute of Technology,108481C,Certificate IV in Information Technology,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",Certificate IV,52,14820.0,430.0,15250.0
00001K,Canberra Institute of Technology,109721F,Certificate IV in Kitchen Management,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,Certificate IV,26,9350.0,0.0,9350.0
00001K,Canberra Institute of Technology,109752K,Certificate III in Patisserie,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110107 - Baking and Pastrymaking,Certificate III,52,18700.0,850.0,19550.0
00001K,Canberra Institute of Technology,109761J,Certificate III in Commercial Cookery,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,Certificate III,52,19100.0,860.0,19960.0
00001K,Canberra Institute of Technology,110026H,Certificate IV in Accounting and Bookkeeping,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Certificate IV,26,7410.0,450.0,7860.0
00001K,Canberra Institute of Technology,110030A,Certificate III in Accounts Administration,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Certificate III,26,7410.0,325.0,7735.0
00001K,Canberra Institute of Technology,110727A,Certificate III in Early Childhood Education and Care,07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Certificate III,52,15660.0,223.0,15883.0
00001K,Canberra Institute of Technology,111243B,Certificate III in Make-Up,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110301 - Beauty Therapy,Certificate III,26,7410.0,1590.0,9000.0
00001K,Canberra Institute of Technology,111244A,Diploma of Visual Arts,10 - Creative Arts,1003 - Visual Arts and Crafts,"100399 - Visual Arts and Crafts, n.e.c.",Diploma,52,15660.0,525.0,16185.0
00001K,Canberra Institute of Technology,111262K,Diploma of Early Childhood Education and Care,07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Diploma,52,15660.0,0.0,15660.0
00001K,Canberra Institute of Technology,111967K,Certificate IV in Community Development,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090599 - Human Welfare Studies and Services, n.e.c.",Certificate IV,52,14500.0,175.0,14675.0
00001K,Canberra Institute of Technology,111982M,Advanced Diploma of Interior Design,04 - Architecture and Building,0401 - Architecture and Urban Environment,040107 - Interior and Environmental Design,Advanced Diploma,104,31320.0,2023.0,33343.0
00001K,Canberra Institute of Technology,112086B,Advanced Diploma of Graphic Design,10 - Creative Arts,1005 - Graphic and Design Studies,100501 - Graphic Arts and Design Studies,Advanced Diploma,52,15660.0,3420.0,19080.0
00001K,Canberra Institute of Technology,112087A,Diploma of Beauty Therapy,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110301 - Beauty Therapy,Diploma,52,14820.0,2294.0,17114.0
00001K,Canberra Institute of Technology,112089K,Certificate III in Hospitality,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110101 - Hospitality,Certificate III,26,7410.0,250.0,7660.0
00001K,Canberra Institute of Technology,112091E,Advanced Diploma of Accounting,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Advanced Diploma,26,7410.0,740.0,8150.0
00001K,Canberra Institute of Technology,112092D,Diploma of Accounting,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Diploma,26,7410.0,615.0,8025.0
00001K,Canberra Institute of Technology,112093C,Certificate IV in Beauty Therapy,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110301 - Beauty Therapy,Certificate IV,52,14820.0,1436.0,16256.0
00001K,Canberra Institute of Technology,112865H,Diploma of Nursing,06 - Health,0603 - Nursing,060301 - General Nursing,Diploma,78,26250.0,6600.0,32850.0
00001K,Canberra Institute of Technology,113462H,Diploma of Hospitality Management,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,Diploma,26,9350.0,50.0,9400.0
00001K,Canberra Institute of Technology,113904J,Certificate IV in Cyber Security,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Certificate IV,52,15000.0,260.0,15260.0
00001K,Canberra Institute of Technology,113905H,Diploma of Travel and Tourism Management,08 - Management and Commerce,0803 - Business and Management,080323 - Tourism Management,Diploma,52,14820.0,150.0,14970.0
00001K,Canberra Institute of Technology,114025K,Certificate III in Individual Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090507 - Care for the Aged,Certificate III,26,7830.0,802.0,8632.0
00001K,Canberra Institute of Technology,114883A,Advanced Diploma of Hospitality Management,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,Advanced Diploma,26,7410.0,50.0,7460.0
00001K,Canberra Institute of Technology,114884M,Diploma of Event Management,08 - Management and Commerce,0803 - Business and Management,080315 - Project Management,Diploma,52,14820.0,50.0,14870.0
00002J,Macquarie University (Macquarie),001357G,Bachelor of Arts,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",Bachelor Degree,156,118700.0,1053.0,119753.0
00002J,Macquarie University (Macquarie),001359E,Bachelor of Arts - Psychology,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Degree,156,113600.0,1053.0,114653.0
00002J,Macquarie University (Macquarie),001362K,Bachelor of Economics,09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,Bachelor Degree,156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),001365G,Bachelor of Science,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",Bachelor Degree,156,131300.0,1053.0,132353.0
00002J,Macquarie University (Macquarie),001371J,Bachelor of Arts with the degree of Bachelor of Laws,09 - Society and Culture,0900 - Society and Culture,"090000 - Society and Culture, n.f.d.",Bachelor Degree,260,239700.0,1755.0,241455.0
00002J,Macquarie University (Macquarie),001396M,Master of Clinical Psychology,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Masters Degree (Coursework),104,90200.0,702.0,90902.0
00002J,Macquarie University (Macquarie),001403F,Doctor of Philosophy (Arts),09 - Society and Culture,0900 - Society and Culture,"090000 - Society and Culture, n.f.d.",Doctoral Degree,156,127100.0,0.0,127100.0
00002J,Macquarie University (Macquarie),001404E,Doctor of Philosophy (Science and Engineering),01 - Natural and Physical Sciences,0100 - Natural and Physical Sciences,"010000 - Natural and Physical Sciences, n.f.d.",Doctoral Degree,156,162500.0,0.0,162500.0
00002J,Macquarie University (Macquarie),008653J,Study Abroad,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Non AQF Award,26,10900.0,0.0,10900.0
00002J,Macquarie University (Macquarie),0100138,Graduate Certificate of Education,07 - Education,0703 - Curriculum and Education Studies,"070300 - Curriculum and Education Studies, n.f.d",Graduate Certificate,26,17900.0,175.5,18075.5
00002J,Macquarie University (Macquarie),0100139,Master of Business Analytics,02 - Information Technology,0203 - Information Systems,020307 - Decision Support Systems,Masters Degree (Coursework),104,88300.0,702.0,89002.0
00002J,Macquarie University (Macquarie),0100917,Bachelor of Combined Studies in Arts / Engineering (Honours),12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Bachelor Honours Degree,260,224700.0,1755.0,226455.0
00002J,Macquarie University (Macquarie),0100918,Bachelor of Combined Studies in Science / Engineering (Honours),12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Bachelor Honours Degree,260,232700.0,1755.0,234455.0
00002J,Macquarie University (Macquarie),0100919,Master of Combined Studies in Applied Economics / Management,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),0100920,Master of Combined Studies in Banking and Finance / Management,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),182,159600.0,1229.0,160829.0
00002J,Macquarie University (Macquarie),0100921,Master of Combined Studies in Business Analytics / Management,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),0100922,Master of Combined Studies in Commerce / Management,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),0100923,Master of Combined Studies in Creative Industries / Management,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),156,128600.0,1053.0,129653.0
00002J,Macquarie University (Macquarie),0100924,Master of Combined Studies in Cybergovernance and Management / Management,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),130,111750.0,878.0,112628.0
00002J,Macquarie University (Macquarie),0100925,Master of Combined Studies in Finance / Management,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),130,111750.0,878.0,112628.0
00002J,Macquarie University (Macquarie),0100926,Master of Combined Studies in International Business / Management,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),0100927,Master of Combined Studies in International Relations / Management,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),130,110000.0,878.0,110878.0
00002J,Macquarie University (Macquarie),0100928,Master of Combined Studies in International Trade and Commerce Law / Management,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),130,111750.0,878.0,112628.0
00002J,Macquarie University (Macquarie),0100929,Master of Combined Studies in Management / Marketing,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),130,111750.0,878.0,112628.0
00002J,Macquarie University (Macquarie),0100930,Master of Combined Studies in Management / Media and Communications,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),156,128600.0,1053.0,129653.0
00002J,Macquarie University (Macquarie),0100931,Master of Combined Studies in Management / Public and Social Policy,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),130,105800.0,878.0,106678.0
00002J,Macquarie University (Macquarie),0101343,Bachelor of Combined Studies in Commerce / Education (Secondary),12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Bachelor Degree,208,169700.0,1404.0,171104.0
00002J,Macquarie University (Macquarie),0101344,Bachelor of Combined Studies in Education (Primary) / Psychology,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Bachelor Degree,208,164000.0,1404.0,165404.0
00002J,Macquarie University (Macquarie),0101507,Master of Combined Studies in Business Analytics / Information Systems Management,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),156,134600.0,1053.0,135653.0
00002J,Macquarie University (Macquarie),0101508,Master of Combined Studies in Business Analytics / Information Technology in Cyber Security,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),156,134600.0,1053.0,135653.0
00002J,Macquarie University (Macquarie),0101509,Master of Combined Studies in Business Analytics / Information Technology in Networking,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Coursework),156,134600.0,1053.0,135653.0
00002J,Macquarie University (Macquarie),0101874,Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,090913 - Legal Practice,Bachelor Honours Degree,208,189700.0,1404.0,191104.0
00002J,Macquarie University (Macquarie),018437A,Bachelor of Commerce with the degree of Bachelor of Laws,08 - Management and Commerce,0800 - Management and Commerce,"080000 - Management and Commerce, n.f.d.",Bachelor Degree,260,234800.0,1755.0,236555.0
00002J,Macquarie University (Macquarie),020161F,Bachelor of Medical Sciences,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019901 - Medical Science,Bachelor Degree,156,131300.0,1053.0,132353.0
00002J,Macquarie University (Macquarie),021498F,Bachelor of Psychology (Honours),09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Honours Degree,208,172200.0,1404.0,173604.0
00002J,Macquarie University (Macquarie),021499E,Bachelor of Education (Early Childhood Education) (Birth to 12),07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Bachelor Degree,208,154600.0,1404.0,156004.0
00002J,Macquarie University (Macquarie),021502D,Doctor of Philosophy (Business and Economics),09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,Doctoral Degree,156,118700.0,0.0,118700.0
00002J,Macquarie University (Macquarie),022767D,Master of Accounting (CPA Extension),08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Masters Degree (Coursework),130,111750.0,877.5,112627.5
00002J,Macquarie University (Macquarie),027337G,Bachelor of Social Science,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",Bachelor Degree,156,125900.0,1053.0,126953.0
00002J,Macquarie University (Macquarie),027342M,Bachelor of Applied Finance,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081101 - Banking and Finance,Bachelor Degree,156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),027343K,Bachelor of Business Administration,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Bachelor Degree,156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),027361G,Combined PHD/Masters in Clinical Psychology,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Doctoral Degree,156,162500.0,0.0,162500.0
00002J,Macquarie University (Macquarie),027373D,Master of Clinical Audiology,06 - Health,0617 - Rehabilitation Therapies,061709 - Audiology,Masters Degree (Coursework),104,119600.0,702.0,120302.0
00002J,Macquarie University (Macquarie),027374C,Master of Clinical Neuropsychology,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Masters Degree (Coursework),104,90200.0,702.0,90902.0
00002J,Macquarie University (Macquarie),028662J,Study Abroad,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Non AQF Award,52,21800.0,0.0,21800.0
00002J,Macquarie University (Macquarie),028866G,Bachelor of Chiropractic Science,06 - Health,0617 - Rehabilitation Therapies,061705 - Chiropractic and Osteopathy,Bachelor Degree,156,142100.0,1053.0,143153.0
00002J,Macquarie University (Macquarie),030053E,Master of Organisational Psychology,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Masters Degree (Coursework),104,90200.0,702.0,90902.0
00002J,Macquarie University (Macquarie),030079F,Master of Arts,09 - Society and Culture,0915 - Language and Literature,091523 - Literature,Masters Degree (Coursework),52,0.0,0.0,30752.0
00002J,Macquarie University (Macquarie),030375J,Bachelor of Applied Finance with the degree of Bachelor of Economics,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081101 - Banking and Finance,Bachelor Degree,208,184000.0,1404.0,185404.0
00002J,Macquarie University (Macquarie),031133G,Bachelor of Business Administration with the degree of Bachelor of Arts - Psychology,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Bachelor Degree,208,184000.0,1404.0,185404.0
00002J,Macquarie University (Macquarie),031331B,Bachelor of Science - Psychology,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Degree,156,113600.0,1053.0,114653.0
00002J,Macquarie University (Macquarie),037278J,Bachelor of Marine Science,01 - Natural and Physical Sciences,0109 - Biological Sciences,010907 - Marine Science,Bachelor Degree,156,131600.0,1053.0,132653.0
00002J,Macquarie University (Macquarie),037283A,Bachelor of Arts - Psychology with the degree of Bachelor of Laws,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Degree,260,150000.0,1515.0,151515.0
00002J,Macquarie University (Macquarie),037296G,Exchange Program,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Non AQF Award,26,,,1.0
00002J,Macquarie University (Macquarie),037297F,Exchange Program,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Non AQF Award,52,,,1.0
00002J,Macquarie University (Macquarie),037303B,Master of Speech and Language Pathology,06 - Health,0617 - Rehabilitation Therapies,061707 - Speech Pathology,Masters Degree (Coursework),104,119600.0,702.0,120302.0
00002J,Macquarie University (Macquarie),043333A,Bachelor of e-Business,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",Bachelor Degree,156,133400.0,1053.0,134453.0
00002J,Macquarie University (Macquarie),045284M,Master of International Trade and Commerce Law,09 - Society and Culture,0909 - Law,090909 - International Law,Masters Degree (Coursework),52,43200.0,351.0,43551.0
00002J,Macquarie University (Macquarie),047324C,Bachelor of Education (Primary),07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Bachelor Degree,104,74200.0,702.0,74902.0
00002J,Macquarie University (Macquarie),047326A,Bachelor of Engineering,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",Bachelor Degree,208,0.0,0.0,139968.0
00002J,Macquarie University (Macquarie),047327M,Bachelor of Information Technology,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Bachelor Degree,156,133400.0,1053.0,134453.0
00002J,Macquarie University (Macquarie),047337J,Master of Laws,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Masters Degree (Coursework),52,43200.0,351.0,43551.0
00002J,Macquarie University (Macquarie),048246D,Bachelor of Commerce,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",Bachelor Degree,156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),054336G,Bachelor of International Studies,09 - Society and Culture,0915 - Language and Literature,"091599 - Language and Literature, n.e.c.",Bachelor Degree,156,125900.0,1053.0,126953.0
00002J,Macquarie University (Macquarie),056664G,Master of Philosophy (Business and Economics),09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,Masters Degree (Research),104,77500.0,0.0,77500.0
00002J,Macquarie University (Macquarie),056667E,Master of Philosophy (Arts),09 - Society and Culture,0900 - Society and Culture,"090000 - Society and Culture, n.f.d.",Masters Degree (Research),104,83000.0,0.0,83000.0
00002J,Macquarie University (Macquarie),056670K,Master of Philosophy (Science and Engineering),"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050999 - Environmental Studies, n.e.c.",Masters Degree (Research),104,106100.0,0.0,106100.0
00002J,Macquarie University (Macquarie),058390B,Master of Teaching (Birth to Five Years),07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Masters Degree (Coursework),104,73200.0,702.0,73902.0
00002J,Macquarie University (Macquarie),060660M,Master of Advanced Surgery,06 - Health,0601 - Medical Studies,060103 - Surgery,Masters Degree (Coursework),52,20000.0,0.0,20000.0
00002J,Macquarie University (Macquarie),060661K,Master of Surgery,06 - Health,0601 - Medical Studies,060103 - Surgery,Masters Degree (Coursework),104,40000.0,0.0,40000.0
00002J,Macquarie University (Macquarie),060724M,Bachelor of Planning,04 - Architecture and Building,0401 - Architecture and Urban Environment,040103 - Urban Design and Regional Planning,Bachelor Degree,208,179100.0,1404.0,180504.0
00002J,Macquarie University (Macquarie),060726J,Bachelor of Engineering with the degree of Bachelor of Commerce,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",Bachelor Degree,260,237700.0,1755.0,239455.0
00002J,Macquarie University (Macquarie),060727G,Bachelor of Engineering with the degree of Bachelor of Science,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",Bachelor Degree,260,0.0,0.0,174960.0
00002J,Macquarie University (Macquarie),064238D,Doctor of Philosophy (Human Sciences - Low Cost),12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Doctoral Degree,156,106278.0,0.0,106278.0
00002J,Macquarie University (Macquarie),064239C,Doctor of Philosophy (Human Sciences - High Cost),12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Doctoral Degree,156,162500.0,0.0,162500.0
00002J,Macquarie University (Macquarie),064240K,Master of Philosophy (Human Sciences - Low Cost),12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Research),104,70852.0,0.0,70852.0
00002J,Macquarie University (Macquarie),064241J,Master of Philosophy (Human Sciences - High Cost),12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Research),104,106100.0,0.0,106100.0
00002J,Macquarie University (Macquarie),067838M,Bachelor of Actuarial Studies,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081103 - Insurance and Actuarial Studies,Bachelor Degree,156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),067842D,Bachelor of Actuarial Studies with the degree of Bachelor of Science,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Bachelor Degree,208,184000.0,1404.0,185404.0
00002J,Macquarie University (Macquarie),067843C,Bachelor of Advanced Science,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",Bachelor Degree,156,131600.0,1053.0,132653.0
00002J,Macquarie University (Macquarie),067844B,Bachelor of Applied Finance with the degree of Bachelor of Actuarial Studies,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081101 - Banking and Finance,Bachelor Degree,208,184000.0,1404.0,185404.0
00002J,Macquarie University (Macquarie),067845A,Bachelor of Applied Finance with the degree of Bachelor of Commerce - Professional Accounting,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081101 - Banking and Finance,Bachelor Degree,208,184000.0,1404.0,185404.0
00002J,Macquarie University (Macquarie),067846M,Bachelor of Arts with the degree of Bachelor of Commerce,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Bachelor Degree,208,171300.0,1404.0,172704.0
