institution_id,institution_name,course_id,course_name,foe1_broad_field,foe1_narrow_field,foe1_detailed_field,course_level,course_duration,tuition_fee,non_tuition_fee,total_course_cost
03339D,Trustees of the Roman Catholic Church for the Diocese of Maitland-Newcastle,077877K,Primary (Kindergarten to Year 6),12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Primary School Studies,364,8631.0,12250.0,20881.0
03339D,Trustees of the Roman Catholic Church for the Diocese of Maitland-Newcastle,077878J,Junior Secondary (Years 7 to 10),12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Junior Secondary Studies,208,6792.0,9000.0,15792.0
03339D,Trustees of the Roman Catholic Church for the Diocese of Maitland-Newcastle,077879G,Senior Secondary (Years 11 and 12),12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,104,5118.0,5500.0,10618.0
03341K,INUS Australia Pty Ltd,077983G,"INUS Customised English Program (ICEP) Certificate of English, Pre Intermediate, Intermediate, Upper Intermediate and Advanced",09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,50,16000.0,0.0,16000.0
03341K,INUS Australia Pty Ltd,077984G,"English for Academic Purposes, Intermediate, Upper Intermediate and Advanced",09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,25,8000.0,0.0,8000.0
03341K,INUS Australia Pty Ltd,096936B,IELTS Preparation Course,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,24,7000.0,400.0,7400.0
03341K,INUS Australia Pty Ltd,096945A,First Certificate English Preparation Course,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,10,3500.0,400.0,3900.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),078127G,Diploma of Business Administration,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,52,,,19250.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),082494E,Post Graduate Qualifying Program,12 - Mixed Field Programmes,1201 - General Education Programmes,"120199 - General Education Programmes, n.e.c.",Non AQF Award,30,18748.0,0.0,18748.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),086254M,Academic English III,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,12,4820.0,0.0,4820.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),086255K,Academic English IV,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,12,4820.0,0.0,4820.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),086256J,Academic English V,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,12,4820.0,0.0,4820.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),092790C,General English (Beginner to Intermediate),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,40,15800.0,0.0,15800.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),097498M,Diploma of Information Technology,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Diploma,52,19840.0,710.0,20550.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),103300J,Certificate IV in Information Technology,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",Certificate IV,52,15000.0,0.0,15000.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),106521E,Certificate IV in Entrepreneurship and New Business,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Certificate IV,52,15000.0,500.0,15500.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),106522D,Certificate IV in Business,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Certificate IV,52,15000.0,500.0,15500.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),106523C,Diploma of Business,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,52,15000.0,500.0,15500.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),106524B,Advanced Diploma of Business,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Advanced Diploma,52,22500.0,500.0,23000.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),115443F,English for Academic Purposes,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,36,18000.0,850.0,18850.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),115620E,Certificate IV in English Language Teaching (TESOL),07 - Education,0701 - Teacher Education,070115 - English as a Second Language Teaching,Certificate IV,28,10000.0,450.0,10450.0
03345F,International Institute of Business and Technology (Australia) Pty Ltd (IIBT),115621D,Diploma of English Language Teaching (TESOL),07 - Education,0701 - Teacher Education,070115 - English as a Second Language Teaching,Diploma,56,20000.0,550.0,20550.0
03346E,Apeiron Asia Pty Ltd,078160F,General English,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,52,13200.0,640.0,13840.0
03346E,Apeiron Asia Pty Ltd,078161E,EAP1 English for Academic Purposes,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,10,3000.0,300.0,3300.0
03346E,Apeiron Asia Pty Ltd,078162D,EAP2 English for Academic Purposes,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,10,3000.0,300.0,3300.0
03346E,Apeiron Asia Pty Ltd,112366E,High School Preparation,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,72,29750.0,1550.0,31300.0
03347D,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane,091718G,Senior Secondary Studies Years 11-12,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,104,45652.0,4400.0,50052.0
03349B,STEPS Sunshine Coast International College Pty Ltd,0101272,Cambridge English Advanced,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,12,4800.0,400.0,5200.0
03349B,STEPS Sunshine Coast International College Pty Ltd,078701D,General English,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,92,32000.0,0.0,32000.0
03349B,STEPS Sunshine Coast International College Pty Ltd,078702C,IELTS Target 6 & 7,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,28,7200.0,0.0,7200.0
03349B,STEPS Sunshine Coast International College Pty Ltd,078703B,High School Preparation,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,60,17500.0,0.0,17500.0
03349B,STEPS Sunshine Coast International College Pty Ltd,078704A,English for Academic Purposes with IELTS Exam Skills,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,20,7000.0,0.0,7000.0
03349B,STEPS Sunshine Coast International College Pty Ltd,104575G,English for Academic Purposes (EAP),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,76,24000.0,500.0,24500.0
03349B,STEPS Sunshine Coast International College Pty Ltd,116334C,PTE Academic Preparation,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,12,3600.0,200.0,3800.0
03350J,MnM Institute Pty Ltd,104246B,Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,78,25000.0,0.0,25000.0
03350J,MnM Institute Pty Ltd,108866H,Certificate IV in Marketing and Communication,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,Certificate IV,32,7000.0,600.0,7600.0
03350J,MnM Institute Pty Ltd,108867G,Certificate IV in Entrepreneurship and New Business,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Certificate IV,32,7000.0,600.0,7600.0
03350J,MnM Institute Pty Ltd,108868F,Diploma of Marketing and Communication,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,Diploma,52,10000.0,600.0,10600.0
03350J,MnM Institute Pty Ltd,108869E,Advanced Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080307 - Organisation Management,Advanced Diploma,52,10000.0,600.0,10600.0
03351G,Malvern Institute Pty Ltd,0102056,Certificate IV in Automotive Mechanical Diagnosis,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,030503 - Vehicle Mechanics,Certificate IV,32,8000.0,0.0,8000.0
03351G,Malvern Institute Pty Ltd,091878C,Certificate IV in Massage Therapy,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",Certificate IV,52,9250.0,0.0,9250.0
03351G,Malvern Institute Pty Ltd,091879B,Diploma of Remedial Massage,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",Diploma,104,17850.0,0.0,17850.0
03351G,Malvern Institute Pty Ltd,103633K,Certificate III in Light Vehicle Mechanical Technology,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,030503 - Vehicle Mechanics,Certificate III,66,15000.0,0.0,15000.0
03351G,Malvern Institute Pty Ltd,103925J,Certificate IV in Project Management Practice,08 - Management and Commerce,0803 - Business and Management,080315 - Project Management,Certificate IV,26,,,6000.0
03351G,Malvern Institute Pty Ltd,103974M,Certificate IV in Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Certificate IV,52,9500.0,0.0,9500.0
03351G,Malvern Institute Pty Ltd,104053M,Diploma of Project Management,08 - Management and Commerce,0803 - Business and Management,080315 - Project Management,Diploma,50,,,10000.0
03351G,Malvern Institute Pty Ltd,104247A,Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,52,9500.0,0.0,9500.0
03351G,Malvern Institute Pty Ltd,105986B,Advanced Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Advanced Diploma,60,14000.0,250.0,14250.0
03351G,Malvern Institute Pty Ltd,113938K,Certificate IV in Massage Therapy,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",Certificate IV,52,12500.0,2500.0,15000.0
03351G,Malvern Institute Pty Ltd,113939J,Diploma of Remedial Massage,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",Diploma,104,22000.0,1000.0,23000.0
03351G,Malvern Institute Pty Ltd,113940E,Diploma of Automotive Technology,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,"030599 - Automotive Engineering and Technology, n.e.c.",Diploma,26,9000.0,500.0,9500.0
03351G,Malvern Institute Pty Ltd,113941D,Graduate Diploma of Management (Learning),07 - Education,0701 - Teacher Education,"070199 - Teacher Education, n.e.c.",Graduate Diploma,52,12000.0,500.0,12500.0
03351G,Malvern Institute Pty Ltd,116432A,General English,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,36,9000.0,600.0,9600.0
03352G,"Department for Education, Children and Young People",079327B,Primary School (Prep - Grade 6),12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Primary School Studies,356,98000.0,0.0,98000.0
03352G,"Department for Education, Children and Young People",079328A,Junior High School (Years 7 - 10),12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Junior Secondary Studies,202,53200.0,0.0,53200.0
03352G,"Department for Education, Children and Young People",079329M,Senior High School (Years 11 - 12),12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,96,28800.0,0.0,28800.0
03352G,"Department for Education, Children and Young People",079330G,Study Abroad,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,40,13200.0,0.0,13200.0
03352G,"Department for Education, Children and Young People",079331F,Senior High School (Preparation / Bridging),12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,30,10550.0,0.0,10550.0
03354E,AAPA VICTORIA PTY LTD,0101233,Diploma of Aviation (Instrument Rating),03 - Engineering and Related Technologies,0315 - Aerospace Engineering and Technology,031505 - Aircraft Operation,Diploma,10,21000.0,0.0,21000.0
03354E,AAPA VICTORIA PTY LTD,109212E,Diploma of Aviation (Commercial Pilot Licence - Aeroplane),03 - Engineering and Related Technologies,0315 - Aerospace Engineering and Technology,031505 - Aircraft Operation,Diploma,60,70000.0,0.0,70000.0
03361F,International Screen Academy Pty Ltd,105811C,Diploma of Musical Theatre,10 - Creative Arts,1001 - Performing Arts ,100103 - Drama and Theatre Studies,Diploma,47,24000.0,0.0,24000.0
03361F,International Screen Academy Pty Ltd,107217E,Diploma of Screen and Media,10 - Creative Arts,1007 - Communication and Media Studies,"100700 - Communication and Media Studies, n.f.d.",Diploma,47,24000.0,0.0,24000.0
03361F,International Screen Academy Pty Ltd,109104J,Advanced Diploma of Acting for Contemporary Screen Media,10 - Creative Arts,1001 - Performing Arts ,"100199 - Performing Arts, n.e.c.",Advanced Diploma,103,48000.0,0.0,48000.0
03361F,International Screen Academy Pty Ltd,110575A,Advanced Diploma of Screen and Media,10 - Creative Arts,1007 - Communication and Media Studies,"100700 - Communication and Media Studies, n.f.d.",Advanced Diploma,47,24000.0,0.0,24000.0
03364C,Hamazkaine - Arshak & Sophie Galstaun College Limited,081265D,Primary (Kindergarten to Year 6),07 - Education,0700 - Education,"070000 - Education, n.f.d.",Primary School Studies,364,105000.0,11400.0,116400.0
03364C,Hamazkaine - Arshak & Sophie Galstaun College Limited,081268A,Junior Secondary (Years 7 to 10),07 - Education,0700 - Education,"070000 - Education, n.f.d.",Junior Secondary Studies,208,72000.0,6800.0,78800.0
03364C,Hamazkaine - Arshak & Sophie Galstaun College Limited,081270G,Senior Secondary (Years 11 and 12),07 - Education,0700 - Education,"070000 - Education, n.f.d.",Senior Secondary Certificate of Education,104,36000.0,3800.0,39800.0
03366A,New York Film Academy Australia Pty Ltd,108913F,Diploma of Screen and Media,10 - Creative Arts,1007 - Communication and Media Studies,"100799 - Communication and Media Studies, n.e.c.",Diploma,44,34500.0,0.0,34500.0
03366A,New York Film Academy Australia Pty Ltd,108914E,Advanced Diploma of Screen and Media,10 - Creative Arts,1007 - Communication and Media Studies,"100700 - Communication and Media Studies, n.f.d.",Advanced Diploma,44,36500.0,0.0,36500.0
03367M,The Makeup Technicians Pty Ltd,105305K,Certificate III in Hairdressing,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110303 - Hairdressing,Certificate III,52,18000.0,2850.0,20850.0
03367M,The Makeup Technicians Pty Ltd,106788M,Advanced Diploma of Screen and Media,10 - Creative Arts,1007 - Communication and Media Studies,"100799 - Communication and Media Studies, n.e.c.",Advanced Diploma,52,21500.0,3000.0,24500.0
03367M,The Makeup Technicians Pty Ltd,106789K,Diploma of Screen and Media,10 - Creative Arts,1007 - Communication and Media Studies,"100799 - Communication and Media Studies, n.e.c.",Diploma,52,21500.0,3000.0,24500.0
03367M,The Makeup Technicians Pty Ltd,108677B,Certificate III in Make-Up,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110301 - Beauty Therapy,Certificate III,18,10500.0,2000.0,12500.0
03367M,The Makeup Technicians Pty Ltd,108678A,Diploma of Beauty Therapy,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110301 - Beauty Therapy,Diploma,52,0.0,0.0,0.0
03370E,Baris Education and Culture Foundation Limited,0100720,Primary Education (Pre-Primary to Year 6),12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Primary School Studies,364,106400.0,3500.0,109900.0
03370E,Baris Education and Culture Foundation Limited,082251B,Senior Secondary Certificate of Education Years 11-12,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,104,31515.0,1000.0,32515.0
03370E,Baris Education and Culture Foundation Limited,094088J,Secondary Education Years 7-10,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Junior Secondary Studies,208,60800.0,2000.0,62800.0
03373B,Job Training Institute Pty Ltd,092325F,Certificate III in Individual Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090507 - Care for the Aged,Certificate III,36,6000.0,0.0,6000.0
03373B,Job Training Institute Pty Ltd,093979D,Certificate IV in Disability,09 - Society and Culture,0905 - Human Welfare Studies and Services,090509 - Care for the Disabled,Certificate IV,30,8000.0,0.0,8000.0
03373B,Job Training Institute Pty Ltd,093981K,Diploma of Community Services,09 - Society and Culture,0905 - Human Welfare Studies and Services,090515 - Welfare Studies,Diploma,78,18000.0,0.0,18000.0
03373B,Job Training Institute Pty Ltd,098208G,General English(Pre-Intermediate; Intermediate; Upper Intermediate),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,35,9000.0,1500.0,10500.0
03373B,Job Training Institute Pty Ltd,098209F,English for Academic Purposes ( EAP 1; EAP 2),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,23,6000.0,1000.0,7000.0
03373B,Job Training Institute Pty Ltd,099899M,Diploma of Mental Health,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090599 - Human Welfare Studies and Services, n.e.c.",Diploma,78,18000.0,0.0,18000.0
03373B,Job Training Institute Pty Ltd,102269M,Certificate IV in Mental Health Peer Work,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090599 - Human Welfare Studies and Services, n.e.c.",Certificate IV,38,10500.0,0.0,10500.0
03373B,Job Training Institute Pty Ltd,109012B,Certificate III in Early Childhood Education and Care,07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Certificate III,52,10000.0,600.0,10600.0
03373B,Job Training Institute Pty Ltd,109013A,Diploma of Early Childhood Education and Care,07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Diploma,56,12000.0,600.0,12600.0
03373B,Job Training Institute Pty Ltd,111656C,Diploma of Business,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,48,8500.0,300.0,8800.0
03373B,Job Training Institute Pty Ltd,111657B,Advanced Diploma of Business,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Advanced Diploma,63,10000.0,300.0,10300.0
03373B,Job Training Institute Pty Ltd,115246M,Certificate III in Individual Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090507 - Care for the Aged,Certificate III,36,6000.0,0.0,6000.0
03373B,Job Training Institute Pty Ltd,115247K,Certificate IV in Disability Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090507 - Care for the Aged,Certificate IV,30,8000.0,0.0,8000.0
03373B,Job Training Institute Pty Ltd,115248J,Diploma of Community Services,09 - Society and Culture,0905 - Human Welfare Studies and Services,090515 - Welfare Studies,Diploma,78,18000.0,0.0,18000.0
03374A,Everest Institute of Education Pty Ltd,091287D,Diploma of Hospitality Management,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110101 - Hospitality,Diploma,78,18000.0,2000.0,20000.0
03374A,Everest Institute of Education Pty Ltd,091673E,Certificate IV in Automotive Mechanical Diagnosis,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,"030599 - Automotive Engineering and Technology, n.e.c.",Certificate IV,26,6200.0,800.0,7000.0
03374A,Everest Institute of Education Pty Ltd,091711D,Diploma of Automotive Technology,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,"030599 - Automotive Engineering and Technology, n.e.c.",Diploma,52,7000.0,1000.0,8000.0
03374A,Everest Institute of Education Pty Ltd,097534A,Advanced Diploma of Hospitality Management,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,Advanced Diploma,107,22500.0,2500.0,25000.0
03374A,Everest Institute of Education Pty Ltd,103634J,Certificate III in Light Vehicle Mechanical Technology,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,030503 - Vehicle Mechanics,Certificate III,68,13860.0,1340.0,15200.0
03374A,Everest Institute of Education Pty Ltd,104249K,Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,64,8640.0,1360.0,10000.0
03374A,Everest Institute of Education Pty Ltd,107408J,Advanced Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Advanced Diploma,60,11000.0,1000.0,12000.0
03374A,Everest Institute of Education Pty Ltd,108873J,Diploma of Community Services,09 - Society and Culture,0905 - Human Welfare Studies and Services,090515 - Welfare Studies,Diploma,104,24250.0,1250.0,25500.0
03374A,Everest Institute of Education Pty Ltd,109712G,Certificate IV in Kitchen Management,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,Certificate IV,93,14700.0,1800.0,16500.0
03374A,Everest Institute of Education Pty Ltd,109829E,Certificate III in Commercial Cookery,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,Certificate III,63,12000.0,1500.0,13500.0
03374A,Everest Institute of Education Pty Ltd,110412J,Certificate III in Individual Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090507 - Care for the Aged,Certificate III,52,12500.0,1500.0,14000.0
03374A,Everest Institute of Education Pty Ltd,112050C,Graduate Diploma of Management (Learning),07 - Education,0701 - Teacher Education,"070199 - Teacher Education, n.e.c.",Graduate Diploma,104,22000.0,3000.0,25000.0
03374A,Everest Institute of Education Pty Ltd,112278E,Diploma of Hospitality Management,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,Diploma,78,18000.0,2000.0,20000.0
03374A,Everest Institute of Education Pty Ltd,112279D,Advanced Diploma of Hospitality Management,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,Advanced Diploma,107,22500.0,2500.0,25000.0
03374A,Everest Institute of Education Pty Ltd,113449E,Certificate III in Individual Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090507 - Care for the Aged,Certificate III,52,12500.0,1500.0,14000.0
03374A,Everest Institute of Education Pty Ltd,113450A,Certificate IV in Disability Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090509 - Care for the Disabled,Certificate IV,26,8000.0,1250.0,9250.0
03374A,Everest Institute of Education Pty Ltd,113451M,Diploma of Community Services,09 - Society and Culture,0905 - Human Welfare Studies and Services,090515 - Welfare Studies,Diploma,104,24000.0,1500.0,25500.0
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,0101035,Diploma of Theology,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Diploma,52,20800.0,500.0,21300.0
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,0101037,Bachelor of Theology,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Bachelor Degree,156,62400.0,500.0,62900.0
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,0101039,Bachelor of Ministry,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Bachelor Degree,156,62400.0,500.0,62900.0
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,0101040,Bachelor of Counselling,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Bachelor Degree,156,62400.0,500.0,62900.0
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,099944M,Diploma of Christian Ministry and Theology,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Diploma,43,7400.0,0.0,7400.0
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,099945K,Certificate IV in Christian Ministry and Theology,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Certificate IV,37,5130.0,0.0,5130.0
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,105081K,Master of Arts (Theology),09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Masters Degree (Coursework),78,34800.0,500.0,35300.0
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,105082J,Master of Leadership Practice,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Masters Degree (Coursework),78,34800.0,500.0,35300.0
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,105083H,Graduate Diploma of Arts,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Graduate Diploma,52,23200.0,500.0,23700.0
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,108570B,Bachelor of Counselling (Korean),09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Bachelor Degree,117,62400.0,500.0,62900.0
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,111954D,Master of Theology,09 - Society and Culture,0917 - Philosophy and Religious Studies,"091700 - Philosophy and Religious Studies, n.f.d",Masters Degree (Coursework),39,34800.0,500.0,35300.0
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,111955C,Master of Divinity,09 - Society and Culture,0917 - Philosophy and Religious Studies,"091700 - Philosophy and Religious Studies, n.f.d",Masters Degree (Coursework),78,69600.0,500.0,70100.0
03376K,Australian NIT College Pty Ltd,084667F,General English,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,52,12630.0,0.0,12630.0
03376K,Australian NIT College Pty Ltd,084669D,IELTS Preparation Course,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,12,3500.0,0.0,3500.0
03376K,Australian NIT College Pty Ltd,109320A,Graduate Diploma of Management (Learning),07 - Education,0701 - Teacher Education,070109 - Teacher Education: Vocational Education and Training,Graduate Diploma,104,36000.0,2000.0,38000.0
03376K,Australian NIT College Pty Ltd,110186C,Certificate IV in Human Resource Management,08 - Management and Commerce,0803 - Business and Management,080303 - Human Resource Management,Certificate IV,52,20000.0,500.0,20500.0
03376K,Australian NIT College Pty Ltd,110187B,Diploma of Human Resource Management,08 - Management and Commerce,0803 - Business and Management,080303 - Human Resource Management,Diploma,52,20000.0,500.0,20500.0
03376K,Australian NIT College Pty Ltd,110188A,Advanced Diploma of Human Resource Management,08 - Management and Commerce,0803 - Business and Management,080303 - Human Resource Management,Advanced Diploma,52,20000.0,500.0,20500.0
03376K,Australian NIT College Pty Ltd,110307K,Certificate III in Business,08 - Management and Commerce,0809 - Office Studies,"080999 - Office Studies, n.e.c.",Certificate III,52,20000.0,730.0,20730.0
03376K,Australian NIT College Pty Ltd,110308J,Certificate IV in Business,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Certificate IV,52,20000.0,730.0,20730.0
03376K,Australian NIT College Pty Ltd,110309H,Certificate IV in Marketing and Communication,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,Certificate IV,53,20000.0,730.0,20730.0
03376K,Australian NIT College Pty Ltd,110310D,Diploma of Marketing and Communication,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,Diploma,59,20000.0,730.0,20730.0
03376K,Australian NIT College Pty Ltd,110311C,Advanced Diploma of Marketing and Communication,08 - Management and Commerce,0805 - Sales and Marketing,"080500 - Sales and Marketing, n.f.d.",Advanced Diploma,60,20000.0,730.0,20730.0
03376K,Australian NIT College Pty Ltd,113246E,Advanced Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Advanced Diploma,60,20000.0,2230.0,22230.0
03376K,Australian NIT College Pty Ltd,113260G,Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,62,20000.0,2230.0,22230.0
03377J,Signet Institute of Australia,0100288,General English (Elementary to Advanced),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,60,16000.0,450.0,16450.0
