job_name,job_num,salary,job_growth,satisfaction,review_num,couse_name,uni_name,study_yrs,location,job_field
Delivery Director,207,$220K,,,,Bachelor of Business,University of the Sunshine Coast,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Delivery Director,207,$220K,,,,Bachelor of Business,Victoria University,3 years full time (part time available),"On campus (3 locations), Online",Information & Communication Technology
Delivery Director,207,$220K,,,,Bachelor of Business,La Trobe University,3 years full time (part time available),"On campus (3 locations), Online",Information & Communication Technology
Delivery Director,207,$220K,,,,Bachelor of Business,University of South Australia,3 years full time (part time available),On campus (City West),Information & Communication Technology
Delivery Director,207,$220K,,,,Bachelor of Business,Flinders University,3 years full time (part time available),"On campus (Bedford Park), Online",Information & Communication Technology
Delivery Director,207,$220K,,,,Bachelor of Engineering (Honours) (Software),UNSW Sydney,4 years full time,On campus (Kensington),Information & Communication Technology
Delivery Director,207,$220K,,,,Bachelor of Engineering Honours (Software Engineering),University of Sydney,4 years full time (part time available),On campus (Camperdown/Darlington),Information & Communication Technology
Delivery Director,207,$220K,,,,Bachelor of Engineering (Software) (Honours),University of Technology Sydney,5 years full time (part time available),On campus (City),Information & Communication Technology
Delivery Director,207,$220K,,,,Bachelor of Engineering (Honours) (Software),The University of Adelaide,4 years full time (part time available),On campus (North Terrace),Information & Communication Technology
Delivery Director,207,$220K,,,,Bachelor of Engineering (Software) (Honours),Flinders University,4 years full time (part time available),On campus (Tonsley),Information & Communication Technology
Database Officer,100,$78K,,,,Bachelor of Information Technology (Big Data and Analytics),Federation University Australia,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Database Officer,100,$78K,,,,Bachelor of Applied Data Analytics,Australian National University,3 years full time,On campus (Canberra),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,University of New England,3 years full time (part time available),"On campus (Armidale), Online",Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,Deakin University,3 years full time (part time available),"On campus (Burwood), Online",Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,RMIT University,3 years full time,On campus (Melbourne City),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,Charles Sturt University,3 years full time (part time available),"On campus (Bathurst), Online",Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,Western Sydney University,3 years full time,On campus (2 locations),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,Edith Cowan University,3 years full time (part time available),"On campus (Joondalup), Online",Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,Swinburne University of Technology,3 years full time (part time available),On campus (Hawthorn),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,University of Wollongong,3 years full time (part time available),On campus (Wollongong),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,The University of Queensland,3 years full time (part time available),On campus (St Lucia),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,Griffith University,3 years full time (part time available),"On campus (Gold Coast), Online",Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,Monash University,3 years full time (part time available),On campus (Clayton),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,University of Newcastle,3 years full time (part time available),On campus (Newcastle),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,The University of Adelaide,3 years full time (part time available),On campus (North Terrace),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,La Trobe University,3 years full time (part time available),On campus (Melbourne),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Computer Science,Flinders University,3 years full time (part time available),On campus (Tonsley),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Software Engineering,RMIT University,4 years full time,On campus (Melbourne City),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Bachelor of Software Engineering,University of Canberra,3 years full time (part time available),On campus (Canberra),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Associate Degree in Information Technology,RMIT University,2 years full time,On campus (Melbourne City),Information & Communication Technology
Database Developer,137,$115K,38.90%,4,Based on 1 review,Associate Degree of Information Technology,CQUniversity,2 years full time (part time available),"On campus (5 locations), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,University of New England,3 years full time (part time available),"On campus (Armidale), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,CQUniversity,3 years full time (part time available),"On campus (5 locations), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,University of New England,3 years full time (part time available),"On campus (Armidale), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Deakin University,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,RMIT University,3 years full time,On campus (Melbourne City),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Charles Sturt University,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,James Cook University,3 years full time (part time available),"On campus (3 locations), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Southern Cross University,3 years full time (part time available),"On campus (Gold Coast), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Macquarie University,3 years full time (part time available),On campus (North Ryde),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Edith Cowan University,3 years full time (part time available),"On campus (Joondalup), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Melbourne Polytechnic,3 years full time (part time available),On campus (Preston),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Swinburne University of Technology,3 years full time,On campus (Hawthorn),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,University of Southern Queensland,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,University of Wollongong,3 years full time (part time available),On campus (Wollongong),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,The University of Queensland,3 years full time (part time available),On campus (St Lucia),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Australian Catholic University,3 years full time (part time available),On campus (North Sydney),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Griffith University,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Monash University,3 years full time (part time available),On campus (Clayton),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,University of Technology Sydney,3 years full time,On campus (City),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Queensland University of Technology,3 years full time (part time available),"On campus (Gardens Point), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,University of Newcastle,3 years full time (part time available),On campus (Newcastle),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Victoria University,3 years full time (part time available),On campus (2 locations),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,La Trobe University,3 years full time (part time available),"On campus (3 locations), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,University of South Australia,3 years full time (part time available),On campus (Mawson Lakes),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,University of Canberra,3 years full time (part time available),On campus (Canberra),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Information Technology,Flinders University,3 years full time (part time available),"On campus (Tonsley), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,Deakin University,3 years full time (part time available),"On campus (Burwood), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,RMIT University,3 years full time,On campus (Melbourne City),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,Charles Sturt University,3 years full time (part time available),"On campus (Bathurst), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,Western Sydney University,3 years full time,On campus (2 locations),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,Edith Cowan University,3 years full time (part time available),"On campus (Joondalup), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,Swinburne University of Technology,3 years full time (part time available),On campus (Hawthorn),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,University of Wollongong,3 years full time (part time available),On campus (Wollongong),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,The University of Queensland,3 years full time (part time available),On campus (St Lucia),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,Griffith University,3 years full time (part time available),"On campus (Gold Coast), Online",Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,Monash University,3 years full time (part time available),On campus (Clayton),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,University of Newcastle,3 years full time (part time available),On campus (Newcastle),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,The University of Adelaide,3 years full time (part time available),On campus (North Terrace),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,La Trobe University,3 years full time (part time available),On campus (Melbourne),Information & Communication Technology
Database Administrator,393,$110K,38.90%,4,Based on 24 reviews,Bachelor of Computer Science,Flinders University,3 years full time (part time available),On campus (Tonsley),Information & Communication Technology
Data Warehouse Specialist,,,,,,Master of Arts,University of New England,1.5 years full time (part time available),"On campus (Armidale), Online",Information & Communication Technology
Data Warehouse Specialist,,,,,,Master of Information Systems,CQUniversity,2 years full time (part time available),"On campus (3 locations), Online",Information & Communication Technology
Data Warehouse Developer,100,$140K,,,,Bachelor of Information Technology (Big Data and Analytics),Federation University Australia,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Data Warehouse Developer,100,$140K,,,,Bachelor of Information Technology (Professional Practice),Federation University Australia,4 years full time (part time available),On campus (2 locations),Information & Communication Technology
Data Specialist,196,$110K,,4.3,Based on 4 reviews,Bachelor of Business Analytics,Deakin University,3 years full time (part time available),"On campus (Burwood), Online",Information & Communication Technology
Data Specialist,196,$110K,,4.3,Based on 4 reviews,Bachelor of Business Analytics,Macquarie University,3 years full time (part time available),On campus (North Ryde),Information & Communication Technology
Data Specialist,196,$110K,,4.3,Based on 4 reviews,Bachelor of Information Technology (Big Data and Analytics),Federation University Australia,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Data Officer,199,$93K,38.90%,3.5,Based on 2 reviews,Bachelor of Geospatial Science (Honours),RMIT University,4 years full time,On campus (Melbourne City),Information & Communication Technology
Data Officer,199,$93K,38.90%,3.5,Based on 2 reviews,Bachelor of Information Technology (Big Data and Analytics),Federation University Australia,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Data Manager,"1,128",$130K,38.90%,5,Based on 2 reviews,Bachelor of Molecular Biotechnology,University of Technology Sydney,3 years full time (part time available),On campus (City),Information & Communication Technology
Data Manager,"1,128",$130K,38.90%,5,Based on 2 reviews,Bachelor of Engineering (Honours) (Bioinformatics),UNSW Sydney,4 years full time,On campus (Kensington),Information & Communication Technology
Data Manager,"1,128",$130K,38.90%,5,Based on 2 reviews,Bachelor of Information Technology (Big Data and Analytics),Federation University Australia,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,University of New England,3 years full time (part time available),"On campus (Armidale), Online",Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,Deakin University,3 years full time (part time available),"On campus (Burwood), Online",Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,RMIT University,3 years full time,On campus (Melbourne City),Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,Charles Sturt University,3 years full time (part time available),"On campus (Bathurst), Online",Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,Western Sydney University,3 years full time,On campus (2 locations),Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,Edith Cowan University,3 years full time (part time available),"On campus (Joondalup), Online",Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,Swinburne University of Technology,3 years full time (part time available),On campus (Hawthorn),Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,University of Wollongong,3 years full time (part time available),On campus (Wollongong),Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,The University of Queensland,3 years full time (part time available),On campus (St Lucia),Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,Griffith University,3 years full time (part time available),"On campus (Gold Coast), Online",Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,Monash University,3 years full time (part time available),On campus (Clayton),Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,University of Newcastle,3 years full time (part time available),On campus (Newcastle),Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,The University of Adelaide,3 years full time (part time available),On campus (North Terrace),Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,La Trobe University,3 years full time (part time available),On campus (Melbourne),Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Computer Science,Flinders University,3 years full time (part time available),On campus (Tonsley),Information & Communication Technology
Data Engineer,"1,599",$135K,,4.4,Based on 18 reviews,Bachelor of Information Technology (Big Data and Analytics),Federation University Australia,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Data Developer,138,$120K,,,,,,,,Information & Communication Technology
Data Consultant,100,$115K,,,,Bachelor of Information Technology (Big Data and Analytics),Federation University Australia,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Data Consultant,100,$115K,,,,Bachelor of Engineering (Honours) (Software),UNSW Sydney,4 years full time,On campus (Kensington),Information & Communication Technology
Data Consultant,100,$115K,,,,Bachelor of Engineering Honours (Software Engineering),University of Sydney,4 years full time (part time available),On campus (Camperdown/Darlington),Information & Communication Technology
Data Consultant,100,$115K,,,,Bachelor of Engineering (Software) (Honours),University of Technology Sydney,5 years full time (part time available),On campus (City),Information & Communication Technology
Data Consultant,100,$115K,,,,Bachelor of Engineering (Honours) (Software),The University of Adelaide,4 years full time (part time available),On campus (North Terrace),Information & Communication Technology
Data Consultant,100,$115K,,,,Bachelor of Engineering (Software) (Honours),Flinders University,4 years full time (part time available),On campus (Tonsley),Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,University of New England,3 years full time (part time available),"On campus (Armidale), Online",Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Information Technology (Big Data and Analytics),Federation University Australia,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,Deakin University,3 years full time (part time available),"On campus (Burwood), Online",Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,RMIT University,3 years full time,On campus (Melbourne City),Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,Charles Sturt University,3 years full time (part time available),"On campus (Bathurst), Online",Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,Western Sydney University,3 years full time,On campus (2 locations),Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,Edith Cowan University,3 years full time (part time available),"On campus (Joondalup), Online",Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,Swinburne University of Technology,3 years full time (part time available),On campus (Hawthorn),Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,University of Wollongong,3 years full time (part time available),On campus (Wollongong),Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,The University of Queensland,3 years full time (part time available),On campus (St Lucia),Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,Griffith University,3 years full time (part time available),"On campus (Gold Coast), Online",Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,Monash University,3 years full time (part time available),On campus (Clayton),Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,University of Newcastle,3 years full time (part time available),On campus (Newcastle),Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,The University of Adelaide,3 years full time (part time available),On campus (North Terrace),Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,La Trobe University,3 years full time (part time available),On campus (Melbourne),Information & Communication Technology
Data Architect,713,$170K,27.00%,3.8,Based on 4 reviews,Bachelor of Computer Science,Flinders University,3 years full time (part time available),On campus (Tonsley),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,University of New England,3 years full time (part time available),"On campus (Armidale), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,University of New England,3 years full time (part time available),"On campus (Armidale), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,CQUniversity,3 years full time (part time available),"On campus (5 locations), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,Deakin University,3 years full time (part time available),"On campus (Burwood), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,RMIT University,3 years full time,On campus (Melbourne City),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,Charles Sturt University,3 years full time (part time available),"On campus (Bathurst), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,Western Sydney University,3 years full time,On campus (2 locations),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,Edith Cowan University,3 years full time (part time available),"On campus (Joondalup), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,Swinburne University of Technology,3 years full time (part time available),On campus (Hawthorn),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,University of Wollongong,3 years full time (part time available),On campus (Wollongong),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,The University of Queensland,3 years full time (part time available),On campus (St Lucia),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,Griffith University,3 years full time (part time available),"On campus (Gold Coast), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,Monash University,3 years full time (part time available),On campus (Clayton),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,University of Newcastle,3 years full time (part time available),On campus (Newcastle),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,The University of Adelaide,3 years full time (part time available),On campus (North Terrace),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,La Trobe University,3 years full time (part time available),On campus (Melbourne),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Computer Science,Flinders University,3 years full time (part time available),On campus (Tonsley),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Deakin University,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,RMIT University,3 years full time,On campus (Melbourne City),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Charles Sturt University,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,James Cook University,3 years full time (part time available),"On campus (3 locations), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Southern Cross University,3 years full time (part time available),"On campus (Gold Coast), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Macquarie University,3 years full time (part time available),On campus (North Ryde),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Edith Cowan University,3 years full time (part time available),"On campus (Joondalup), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Melbourne Polytechnic,3 years full time (part time available),On campus (Preston),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Swinburne University of Technology,3 years full time,On campus (Hawthorn),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,University of Southern Queensland,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,University of Wollongong,3 years full time (part time available),On campus (Wollongong),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,The University of Queensland,3 years full time (part time available),On campus (St Lucia),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Australian Catholic University,3 years full time (part time available),On campus (North Sydney),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Griffith University,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Monash University,3 years full time (part time available),On campus (Clayton),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,University of Technology Sydney,3 years full time,On campus (City),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Queensland University of Technology,3 years full time (part time available),"On campus (Gardens Point), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,University of Newcastle,3 years full time (part time available),On campus (Newcastle),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Victoria University,3 years full time (part time available),On campus (2 locations),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,La Trobe University,3 years full time (part time available),"On campus (3 locations), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,University of South Australia,3 years full time (part time available),On campus (Mawson Lakes),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,University of Canberra,3 years full time (part time available),On campus (Canberra),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Information Technology,Flinders University,3 years full time (part time available),"On campus (Tonsley), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Mathematics,University of Wollongong,3 years full time (part time available),On campus (Wollongong),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Mathematics,The University of Queensland,3 years full time (part time available),On campus (St Lucia),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Mathematics,Queensland University of Technology,3 years full time (part time available),On campus (Gardens Point),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Mathematics,University of Newcastle,3 years full time (part time available),On campus (Newcastle),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Applied Data Analytics,Australian National University,3 years full time,On campus (Canberra),Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Business Analytics,Deakin University,3 years full time (part time available),"On campus (Burwood), Online",Information & Communication Technology
Data Analyst,"8,882",$100K,23.20%,4,Based on 82 reviews,Bachelor of Business Analytics,Macquarie University,3 years full time (part time available),On campus (North Ryde),Information & Communication Technology
Cyber Security Analyst,631,$110K,38.90%,3.8,Based on 4 reviews,Bachelor of Information Technology,University of New England,3 years full time (part time available),"On campus (Armidale), Online",Information & Communication Technology
Cyber Security Analyst,631,$110K,38.90%,3.8,Based on 4 reviews,Bachelor of Information Technology,CQUniversity,3 years full time (part time available),"On campus (5 locations), Online",Information & Communication Technology
Cyber Security Analyst,631,$110K,38.90%,3.8,Based on 4 reviews,Bachelor of Computer Science,University of New England,3 years full time (part time available),"On campus (Armidale), Online",Information & Communication Technology
Cyber Security Analyst,631,$110K,38.90%,3.8,Based on 4 reviews,Bachelor of Cyber Security,Deakin University,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
Cyber Security Analyst,631,$110K,38.90%,3.8,Based on 4 reviews,Bachelor of Information Technology,Deakin University,3 years full time (part time available),"On campus (2 locations), Online",Information & Communication Technology
